case,beta,c,gamma,t,S,I,R
beta_high,0.07,10.0,0.25,9.116807067368123,623,179,198
beta_high,0.07,10.0,0.25,9.117446552505061,623,178,199
beta_high,0.07,10.0,0.25,9.125190834297332,622,179,199
beta_high,0.07,10.0,0.25,9.13671658888846,622,178,200
beta_high,0.07,10.0,0.25,9.146130574845646,621,179,200
beta_high,0.07,10.0,0.25,9.164178176671003,621,178,201
beta_high,0.07,10.0,0.25,9.166420653364243,620,179,201
beta_high,0.07,10.0,0.25,9.174267990744479,619,180,201
beta_high,0.07,10.0,0.25,9.174655602751313,618,181,201
beta_high,0.07,10.0,0.25,9.175089316715239,618,180,202
beta_high,0.07,10.0,0.25,9.182403123462601,618,179,203
beta_high,0.07,10.0,0.25,9.193746674240074,618,178,204
beta_high,0.07,10.0,0.25,9.196625536439516,617,179,204
beta_high,0.07,10.0,0.25,9.201331107688631,616,180,204
beta_high,0.07,10.0,0.25,9.201795407143537,615,181,204
beta_high,0.07,10.0,0.25,9.217338975468317,614,182,204
beta_high,0.07,10.0,0.25,9.229224745468828,613,183,204
beta_high,0.07,10.0,0.25,9.235078025159913,613,182,205
beta_high,0.07,10.0,0.25,9.24717891730582,612,183,205
beta_high,0.07,10.0,0.25,9.247279754406241,611,184,205
beta_high,0.07,10.0,0.25,9.249082027588518,611,183,206
beta_high,0.07,10.0,0.25,9.254581798993705,611,182,207
beta_high,0.07,10.0,0.25,9.255715276345734,610,183,207
beta_high,0.07,10.0,0.25,9.25845440953496,610,182,208
beta_high,0.07,10.0,0.25,9.260786302288297,609,183,208
beta_high,0.07,10.0,0.25,9.261627369821362,608,184,208
beta_high,0.07,10.0,0.25,9.273200514166113,607,185,208
beta_high,0.07,10.0,0.25,9.27358669439401,607,184,209
beta_high,0.07,10.0,0.25,9.277284556793965,607,183,210
beta_high,0.07,10.0,0.25,9.289444010398372,606,184,210
beta_high,0.07,10.0,0.25,9.290404372476006,605,185,210
beta_high,0.07,10.0,0.25,9.297926095600172,604,186,210
beta_high,0.07,10.0,0.25,9.30931830397931,603,187,210
beta_high,0.07,10.0,0.25,9.33505980163304,602,188,210
beta_high,0.07,10.0,0.25,9.337783781435483,601,189,210
beta_high,0.07,10.0,0.25,9.338937421375705,601,188,211
beta_high,0.07,10.0,0.25,9.341808247673786,600,189,211
beta_high,0.07,10.0,0.25,9.345657071940673,599,190,211
beta_high,0.07,10.0,0.25,9.348284388763231,598,191,211
beta_high,0.07,10.0,0.25,9.360481112510719,598,190,212
beta_high,0.07,10.0,0.25,9.367717983637686,597,191,212
beta_high,0.07,10.0,0.25,9.368914246163962,596,192,212
beta_high,0.07,10.0,0.25,9.379595282254568,595,193,212
beta_high,0.07,10.0,0.25,9.382582670482972,594,194,212
beta_high,0.07,10.0,0.25,9.390831325532892,593,195,212
beta_high,0.07,10.0,0.25,9.392413346516282,593,194,213
beta_high,0.07,10.0,0.25,9.395579923481344,592,195,213
beta_high,0.07,10.0,0.25,9.396809688572228,591,196,213
beta_high,0.07,10.0,0.25,9.400264645981235,591,195,214
beta_high,0.07,10.0,0.25,9.406649505666572,591,194,215
beta_high,0.07,10.0,0.25,9.412189048244443,590,195,215
beta_high,0.07,10.0,0.25,9.41324576900836,590,194,216
beta_high,0.07,10.0,0.25,9.415623999115578,590,193,217
beta_high,0.07,10.0,0.25,9.417246946781752,589,194,217
beta_high,0.07,10.0,0.25,9.418215470080968,589,193,218
beta_high,0.07,10.0,0.25,9.420234012530836,588,194,218
beta_high,0.07,10.0,0.25,9.423693914007073,587,195,218
beta_high,0.07,10.0,0.25,9.426270499751883,587,194,219
beta_high,0.07,10.0,0.25,9.42884366972958,587,193,220
beta_high,0.07,10.0,0.25,9.433858403847761,587,192,221
beta_high,0.07,10.0,0.25,9.437645142247879,586,193,221
beta_high,0.07,10.0,0.25,9.445363495957128,585,194,221
beta_high,0.07,10.0,0.25,9.451749430780088,585,193,222
beta_high,0.07,10.0,0.25,9.45670473219976,584,194,222
beta_high,0.07,10.0,0.25,9.464784833208109,583,195,222
beta_high,0.07,10.0,0.25,9.486032993733476,582,196,222
beta_high,0.07,10.0,0.25,9.535520613186906,581,197,222
beta_high,0.07,10.0,0.25,9.537267091952197,581,196,223
beta_high,0.07,10.0,0.25,9.538656582774196,580,197,223
beta_high,0.07,10.0,0.25,9.540408513753002,580,196,224
beta_high,0.07,10.0,0.25,9.54078374514528,580,195,225
beta_high,0.07,10.0,0.25,9.54674377739838,579,196,225
beta_high,0.07,10.0,0.25,9.554154065338375,578,197,225
beta_high,0.07,10.0,0.25,9.555470942623085,577,198,225
beta_high,0.07,10.0,0.25,9.555797168106839,576,199,225
beta_high,0.07,10.0,0.25,9.561779418115275,575,200,225
beta_high,0.07,10.0,0.25,9.575088201629514,574,201,225
beta_high,0.07,10.0,0.25,9.578787651976926,574,200,226
beta_high,0.07,10.0,0.25,9.581964410536285,573,201,226
beta_high,0.07,10.0,0.25,9.590798171335145,573,200,227
beta_high,0.07,10.0,0.25,9.593476156430969,573,199,228
beta_high,0.07,10.0,0.25,9.596013127623564,573,198,229
beta_high,0.07,10.0,0.25,9.600129868612214,573,197,230
beta_high,0.07,10.0,0.25,9.6103911806265,572,198,230
beta_high,0.07,10.0,0.25,9.626121681527064,571,199,230
beta_high,0.07,10.0,0.25,9.633439585200374,570,200,230
beta_high,0.07,10.0,0.25,9.641175262984305,569,201,230
beta_high,0.07,10.0,0.25,9.641393428394398,569,200,231
beta_high,0.07,10.0,0.25,9.641680249366033,568,201,231
beta_high,0.07,10.0,0.25,9.643430792269521,567,202,231
beta_high,0.07,10.0,0.25,9.64349724877808,567,201,232
beta_high,0.07,10.0,0.25,9.648544431028016,566,202,232
beta_high,0.07,10.0,0.25,9.651241663396206,565,203,232
beta_high,0.07,10.0,0.25,9.669498419875685,565,202,233
beta_high,0.07,10.0,0.25,9.677527457850797,565,201,234
beta_high,0.07,10.0,0.25,9.684551805381478,565,200,235
beta_high,0.07,10.0,0.25,9.685008320180694,565,199,236
beta_high,0.07,10.0,0.25,9.687424636891262,564,200,236
beta_high,0.07,10.0,0.25,9.690604781495953,564,199,237
beta_high,0.07,10.0,0.25,9.714231098297919,563,200,237
beta_high,0.07,10.0,0.25,9.716828879975452,563,199,238
beta_high,0.07,10.0,0.25,9.735843016398563,562,200,238
beta_high,0.07,10.0,0.25,9.754156517393374,561,201,238
beta_high,0.07,10.0,0.25,9.754199523762097,561,200,239
beta_high,0.07,10.0,0.25,9.758927111037515,560,201,239
beta_high,0.07,10.0,0.25,9.781819564331531,559,202,239
beta_high,0.07,10.0,0.25,9.794646089066912,558,203,239
beta_high,0.07,10.0,0.25,9.796523130746698,557,204,239
beta_high,0.07,10.0,0.25,9.797238750441773,556,205,239
beta_high,0.07,10.0,0.25,9.8011162229395,556,204,240
beta_high,0.07,10.0,0.25,9.810437363525704,555,205,240
beta_high,0.07,10.0,0.25,9.811682073197826,554,206,240
beta_high,0.07,10.0,0.25,9.817954702008766,553,207,240
beta_high,0.07,10.0,0.25,9.82490069172729,552,208,240
beta_high,0.07,10.0,0.25,9.829464967093596,552,207,241
beta_high,0.07,10.0,0.25,9.830056216499756,552,206,242
beta_high,0.07,10.0,0.25,9.83403975089852,552,205,243
beta_high,0.07,10.0,0.25,9.835405502066479,552,204,244
beta_high,0.07,10.0,0.25,9.851820663102009,551,205,244
beta_high,0.07,10.0,0.25,9.854520699600329,550,206,244
beta_high,0.07,10.0,0.25,9.86271266254167,549,207,244
beta_high,0.07,10.0,0.25,9.864805476907689,548,208,244
beta_high,0.07,10.0,0.25,9.868175351556598,547,209,244
beta_high,0.07,10.0,0.25,9.877190266684682,547,208,245
beta_high,0.07,10.0,0.25,9.880881937695026,547,207,246
beta_high,0.07,10.0,0.25,9.882297877254247,546,208,246
beta_high,0.07,10.0,0.25,9.884315203194191,546,207,247
beta_high,0.07,10.0,0.25,9.887781068627355,545,208,247
beta_high,0.07,10.0,0.25,9.89349319917776,545,207,248
beta_high,0.07,10.0,0.25,9.89550829606295,544,208,248
beta_high,0.07,10.0,0.25,9.902321608454274,544,207,249
beta_high,0.07,10.0,0.25,9.912898628493469,544,206,250
beta_high,0.07,10.0,0.25,9.92271646624223,543,207,250
beta_high,0.07,10.0,0.25,9.922811470287423,543,206,251
beta_high,0.07,10.0,0.25,9.956508108044368,542,207,251
beta_high,0.07,10.0,0.25,9.960970017650013,541,208,251
beta_high,0.07,10.0,0.25,9.96234419010437,540,209,251
beta_high,0.07,10.0,0.25,9.963071771648329,540,208,252
beta_high,0.07,10.0,0.25,9.984980581805473,539,209,252
beta_high,0.07,10.0,0.25,9.989496265048544,538,210,252
beta_high,0.07,10.0,0.25,10.00186680288838,537,211,252
beta_high,0.07,10.0,0.25,10.004478750791368,537,210,253
beta_high,0.07,10.0,0.25,10.009185698367162,536,211,253
beta_high,0.07,10.0,0.25,10.012285022112659,535,212,253
beta_high,0.07,10.0,0.25,10.034350774150127,535,211,254
beta_high,0.07,10.0,0.25,10.045397884256875,535,210,255
beta_high,0.07,10.0,0.25,10.046927516675048,534,211,255
beta_high,0.07,10.0,0.25,10.050166745779222,533,212,255
beta_high,0.07,10.0,0.25,10.051667648054561,532,213,255
beta_high,0.07,10.0,0.25,10.06053895839683,532,212,256
beta_high,0.07,10.0,0.25,10.077580526331479,531,213,256
beta_high,0.07,10.0,0.25,10.082623409148123,531,212,257
beta_high,0.07,10.0,0.25,10.085391251799392,530,213,257
beta_high,0.07,10.0,0.25,10.085796274344219,530,212,258
beta_high,0.07,10.0,0.25,10.093588549383892,530,211,259
beta_high,0.07,10.0,0.25,10.09629803616226,529,212,259
beta_high,0.07,10.0,0.25,10.116967569076401,529,211,260
beta_high,0.07,10.0,0.25,10.126019846490692,529,210,261
beta_high,0.07,10.0,0.25,10.126676719794116,529,209,262
beta_high,0.07,10.0,0.25,10.15107647962472,528,210,262
beta_high,0.07,10.0,0.25,10.155146125002396,527,211,262
beta_high,0.07,10.0,0.25,10.16759648436934,526,212,262
beta_high,0.07,10.0,0.25,10.178773022110036,525,213,262
beta_high,0.07,10.0,0.25,10.189856971281605,524,214,262
beta_high,0.07,10.0,0.25,10.217417873138773,524,213,263
beta_high,0.07,10.0,0.25,10.232868898441794,524,212,264
beta_high,0.07,10.0,0.25,10.233895478471677,524,211,265
beta_high,0.07,10.0,0.25,10.236886063736863,523,212,265
beta_high,0.07,10.0,0.25,10.253841651502032,522,213,265
beta_high,0.07,10.0,0.25,10.256835892427828,522,212,266
beta_high,0.07,10.0,0.25,10.275646733590643,522,211,267
beta_high,0.07,10.0,0.25,10.282515079726055,522,210,268
beta_high,0.07,10.0,0.25,10.295303783713726,521,211,268
beta_high,0.07,10.0,0.25,10.301905570316487,520,212,268
beta_high,0.07,10.0,0.25,10.30467324396401,520,211,269
beta_high,0.07,10.0,0.25,10.31776750367807,520,210,270
beta_high,0.07,10.0,0.25,10.323484094474153,520,209,271
beta_high,0.07,10.0,0.25,10.32712087336433,520,208,272
beta_high,0.07,10.0,0.25,10.335679811422967,519,209,272
beta_high,0.07,10.0,0.25,10.352101460888878,519,208,273
beta_high,0.07,10.0,0.25,10.366329672279438,518,209,273
beta_high,0.07,10.0,0.25,10.37815191078344,517,210,273
beta_high,0.07,10.0,0.25,10.387152186610166,517,209,274
beta_high,0.07,10.0,0.25,10.402597642565405,516,210,274
beta_high,0.07,10.0,0.25,10.410749703603505,516,209,275
beta_high,0.07,10.0,0.25,10.416341009697527,515,210,275
beta_high,0.07,10.0,0.25,10.419298461987088,515,209,276
beta_high,0.07,10.0,0.25,10.435157404448857,515,208,277
beta_high,0.07,10.0,0.25,10.440854481460342,514,209,277
beta_high,0.07,10.0,0.25,10.470201315817443,513,210,277
beta_high,0.07,10.0,0.25,10.472111164431421,513,209,278
beta_high,0.07,10.0,0.25,10.489761992750337,513,208,279
beta_high,0.07,10.0,0.25,10.490052767719423,512,209,279
beta_high,0.07,10.0,0.25,10.499879138627458,512,208,280
beta_high,0.07,10.0,0.25,10.501746069429316,511,209,280
beta_high,0.07,10.0,0.25,10.505526868800954,510,210,280
beta_high,0.07,10.0,0.25,10.50746862422554,509,211,280
beta_high,0.07,10.0,0.25,10.510791268805182,509,210,281
beta_high,0.07,10.0,0.25,10.517338454125479,509,209,282
beta_high,0.07,10.0,0.25,10.520012262067809,508,210,282
beta_high,0.07,10.0,0.25,10.522131130930726,507,211,282
beta_high,0.07,10.0,0.25,10.535945433243374,507,210,283
beta_high,0.07,10.0,0.25,10.57775564776442,507,209,284
beta_high,0.07,10.0,0.25,10.578419451577089,506,210,284
beta_high,0.07,10.0,0.25,10.589122768372997,505,211,284
beta_high,0.07,10.0,0.25,10.602077301502012,504,212,284
beta_high,0.07,10.0,0.25,10.6037831653702,504,211,285
beta_high,0.07,10.0,0.25,10.625436703033179,504,210,286
beta_high,0.07,10.0,0.25,10.657935644925193,504,209,287
beta_high,0.07,10.0,0.25,10.6612859743778,504,208,288
beta_high,0.07,10.0,0.25,10.683282757303132,503,209,288
beta_high,0.07,10.0,0.25,10.736753090466546,502,210,288
beta_high,0.07,10.0,0.25,10.763144433960624,501,211,288
beta_high,0.07,10.0,0.25,10.772978739577503,501,210,289
beta_high,0.07,10.0,0.25,10.781341192348583,500,211,289
beta_high,0.07,10.0,0.25,10.782055968577014,500,210,290
beta_high,0.07,10.0,0.25,10.78544064959954,500,209,291
beta_high,0.07,10.0,0.25,10.786654291027533,499,210,291
beta_high,0.07,10.0,0.25,10.790867277778172,498,211,291
beta_high,0.07,10.0,0.25,10.791657727275865,497,212,291
beta_high,0.07,10.0,0.25,10.797400661065778,497,211,292
beta_high,0.07,10.0,0.25,10.801603382697385,497,210,293
beta_high,0.07,10.0,0.25,10.803297002666833,496,211,293
beta_high,0.07,10.0,0.25,10.809043745688957,495,212,293
beta_high,0.07,10.0,0.25,10.822298291120653,495,211,294
beta_high,0.07,10.0,0.25,10.826539782261442,494,212,294
beta_high,0.07,10.0,0.25,10.846801677586331,493,213,294
beta_high,0.07,10.0,0.25,10.854081635498774,492,214,294
beta_high,0.07,10.0,0.25,10.862401903808646,492,213,295
beta_high,0.07,10.0,0.25,10.868079319638149,491,214,295
beta_high,0.07,10.0,0.25,10.873672910782977,491,213,296
beta_high,0.07,10.0,0.25,10.878156481746961,491,212,297
beta_high,0.07,10.0,0.25,10.879259380793712,490,213,297
beta_high,0.07,10.0,0.25,10.881256367413673,489,214,297
beta_high,0.07,10.0,0.25,10.906286346902036,488,215,297
beta_high,0.07,10.0,0.25,10.911376760683169,487,216,297
beta_high,0.07,10.0,0.25,10.911563646726817,486,217,297
beta_high,0.07,10.0,0.25,10.918577996566942,486,216,298
beta_high,0.07,10.0,0.25,10.919122525350957,485,217,298
beta_high,0.07,10.0,0.25,10.921967288192684,484,218,298
beta_high,0.07,10.0,0.25,10.926656417202752,484,217,299
beta_high,0.07,10.0,0.25,10.936410425580451,483,218,299
beta_high,0.07,10.0,0.25,10.939755656739765,483,217,300
beta_high,0.07,10.0,0.25,10.94080201175046,483,216,301
beta_high,0.07,10.0,0.25,10.94624385383499,483,215,302
beta_high,0.07,10.0,0.25,10.958427217920677,483,214,303
beta_high,0.07,10.0,0.25,10.965000815483464,482,215,303
beta_high,0.07,10.0,0.25,10.977737634404026,481,216,303
beta_high,0.07,10.0,0.25,10.993080846810425,480,217,303
beta_high,0.07,10.0,0.25,10.994890390937302,480,216,304
beta_high,0.07,10.0,0.25,11.01143868413294,479,217,304
beta_high,0.07,10.0,0.25,11.020734964165614,478,218,304
beta_high,0.07,10.0,0.25,11.028517341635302,478,217,305
beta_high,0.07,10.0,0.25,11.036619224914473,477,218,305
beta_high,0.07,10.0,0.25,11.03875238458684,477,217,306
beta_high,0.07,10.0,0.25,11.055211707455783,476,218,306
beta_high,0.07,10.0,0.25,11.059489142976114,476,217,307
beta_high,0.07,10.0,0.25,11.06193239537796,475,218,307
beta_high,0.07,10.0,0.25,11.06648900898141,475,217,308
beta_high,0.07,10.0,0.25,11.067740980110043,474,218,308
beta_high,0.07,10.0,0.25,11.068573030057388,474,217,309
beta_high,0.07,10.0,0.25,11.072611129756686,474,216,310
beta_high,0.07,10.0,0.25,11.07321889769726,473,217,310
beta_high,0.07,10.0,0.25,11.079206014431064,472,218,310
beta_high,0.07,10.0,0.25,11.111986989203835,472,217,311
beta_high,0.07,10.0,0.25,11.112076819812055,472,216,312
beta_high,0.07,10.0,0.25,11.123935490520905,471,217,312
beta_high,0.07,10.0,0.25,11.137305468657557,470,218,312
beta_high,0.07,10.0,0.25,11.141892034742817,470,217,313
beta_high,0.07,10.0,0.25,11.14936066115954,470,216,314
beta_high,0.07,10.0,0.25,11.155408247196874,470,215,315
beta_high,0.07,10.0,0.25,11.163096661274798,469,216,315
beta_high,0.07,10.0,0.25,11.168353311201361,468,217,315
beta_high,0.07,10.0,0.25,11.169619586870974,467,218,315
beta_high,0.07,10.0,0.25,11.183630853146,467,217,316
beta_high,0.07,10.0,0.25,11.185719660940148,466,218,316
beta_high,0.07,10.0,0.25,11.196376876133144,465,219,316
beta_high,0.07,10.0,0.25,11.198360526155847,464,220,316
beta_high,0.07,10.0,0.25,11.205691177936055,463,221,316
beta_high,0.07,10.0,0.25,11.221469648000626,462,222,316
beta_high,0.07,10.0,0.25,11.23230552887303,461,223,316
beta_high,0.07,10.0,0.25,11.238040969290342,460,224,316
beta_high,0.07,10.0,0.25,11.240594860331885,460,223,317
beta_high,0.07,10.0,0.25,11.247690968286594,460,222,318
beta_high,0.07,10.0,0.25,11.256779998166923,460,221,319
beta_high,0.07,10.0,0.25,11.26306371853518,459,222,319
beta_high,0.07,10.0,0.25,11.26418608541685,458,223,319
beta_high,0.07,10.0,0.25,11.26945715294318,457,224,319
beta_high,0.07,10.0,0.25,11.27549736554578,457,223,320
beta_high,0.07,10.0,0.25,11.27600040949276,456,224,320
beta_high,0.07,10.0,0.25,11.277576181053671,456,223,321
beta_high,0.07,10.0,0.25,11.279816877423864,455,224,321
beta_high,0.07,10.0,0.25,11.281606578020448,455,223,322
beta_high,0.07,10.0,0.25,11.288159411605156,454,224,322
beta_high,0.07,10.0,0.25,11.29415613817197,454,223,323
beta_high,0.07,10.0,0.25,11.301483059507127,453,224,323
beta_high,0.07,10.0,0.25,11.303131020918888,452,225,323
beta_high,0.07,10.0,0.25,11.323245664261737,451,226,323
beta_high,0.07,10.0,0.25,11.324350113007457,451,225,324
beta_high,0.07,10.0,0.25,11.327609597158807,450,226,324
beta_high,0.07,10.0,0.25,11.329150837447067,449,227,324
beta_high,0.07,10.0,0.25,11.338305556673845,449,226,325
beta_high,0.07,10.0,0.25,11.339831183745451,449,225,326
beta_high,0.07,10.0,0.25,11.350407036482428,449,224,327
beta_high,0.07,10.0,0.25,11.358049656758823,448,225,327
beta_high,0.07,10.0,0.25,11.366921109246773,448,224,328
beta_high,0.07,10.0,0.25,11.379688144866416,447,225,328
beta_high,0.07,10.0,0.25,11.382557413259246,447,224,329
beta_high,0.07,10.0,0.25,11.393546158786512,446,225,329
beta_high,0.07,10.0,0.25,11.40395086997675,446,224,330
beta_high,0.07,10.0,0.25,11.407013947684435,445,225,330
beta_high,0.07,10.0,0.25,11.419328072187767,444,226,330
beta_high,0.07,10.0,0.25,11.420920253777311,444,225,331
beta_high,0.07,10.0,0.25,11.42815070111109,443,226,331
beta_high,0.07,10.0,0.25,11.430278274459974,442,227,331
beta_high,0.07,10.0,0.25,11.435410703775286,441,228,331
beta_high,0.07,10.0,0.25,11.443706520450895,440,229,331
beta_high,0.07,10.0,0.25,11.443914790763579,440,228,332
beta_high,0.07,10.0,0.25,11.446065507589548,439,229,332
beta_high,0.07,10.0,0.25,11.447435174591318,439,228,333
beta_high,0.07,10.0,0.25,11.452681169537934,438,229,333
beta_high,0.07,10.0,0.25,11.472948783646912,437,230,333
beta_high,0.07,10.0,0.25,11.473735963022554,436,231,333
beta_high,0.07,10.0,0.25,11.494153729097373,435,232,333
beta_high,0.07,10.0,0.25,11.495388679749801,434,233,333
beta_high,0.07,10.0,0.25,11.49689691168858,433,234,333
beta_high,0.07,10.0,0.25,11.506894332764237,433,233,334
beta_high,0.07,10.0,0.25,11.51639796844924,432,234,334
beta_high,0.07,10.0,0.25,11.522822073822038,431,235,334
beta_high,0.07,10.0,0.25,11.52689541585814,430,236,334
beta_high,0.07,10.0,0.25,11.535434593275,429,237,334
beta_high,0.07,10.0,0.25,11.536366251780194,428,238,334
beta_high,0.07,10.0,0.25,11.53642292501235,428,237,335
beta_high,0.07,10.0,0.25,11.555222767480481,427,238,335
beta_high,0.07,10.0,0.25,11.560073339896093,426,239,335
beta_high,0.07,10.0,0.25,11.566751833191129,425,240,335
beta_high,0.07,10.0,0.25,11.57664938622732,424,241,335
beta_high,0.07,10.0,0.25,11.57778363518039,423,242,335
beta_high,0.07,10.0,0.25,11.598060505793631,423,241,336
beta_high,0.07,10.0,0.25,11.598588607726686,422,242,336
beta_high,0.07,10.0,0.25,11.605388430456257,421,243,336
beta_high,0.07,10.0,0.25,11.608216490881665,420,244,336
beta_high,0.07,10.0,0.25,11.612274058887294,419,245,336
beta_high,0.07,10.0,0.25,11.612971479286179,419,244,337
beta_high,0.07,10.0,0.25,11.613438699948624,419,243,338
beta_high,0.07,10.0,0.25,11.614246994288129,419,242,339
beta_high,0.07,10.0,0.25,11.617029633498792,418,243,339
beta_high,0.07,10.0,0.25,11.618167484072004,418,242,340
beta_high,0.07,10.0,0.25,11.621390297318996,417,243,340
beta_high,0.07,10.0,0.25,11.622555988425884,417,242,341
beta_high,0.07,10.0,0.25,11.626550172974486,416,243,341
beta_high,0.07,10.0,0.25,11.62710121377815,415,244,341
beta_high,0.07,10.0,0.25,11.628953493826343,414,245,341
beta_high,0.07,10.0,0.25,11.633186973743477,413,246,341
beta_high,0.07,10.0,0.25,11.635661982940785,412,247,341
beta_high,0.07,10.0,0.25,11.636218064903586,411,248,341
beta_high,0.07,10.0,0.25,11.654409586752438,411,247,342
beta_high,0.07,10.0,0.25,11.675271845859337,411,246,343
beta_high,0.07,10.0,0.25,11.677708427050945,411,245,344
beta_high,0.07,10.0,0.25,11.686540892351442,410,246,344
beta_high,0.07,10.0,0.25,11.692578723024939,410,245,345
beta_high,0.07,10.0,0.25,11.694936577543269,409,246,345
beta_high,0.07,10.0,0.25,11.70105232169627,409,245,346
beta_high,0.07,10.0,0.25,11.704006765291386,409,244,347
beta_high,0.07,10.0,0.25,11.714926837245905,408,245,347
beta_high,0.07,10.0,0.25,11.720047388312695,408,244,348
beta_high,0.07,10.0,0.25,11.730376363424627,407,245,348
beta_high,0.07,10.0,0.25,11.741688164399415,406,246,348
beta_high,0.07,10.0,0.25,11.750716897682302,406,245,349
beta_high,0.07,10.0,0.25,11.772440346521076,405,246,349
beta_high,0.07,10.0,0.25,11.77369180204066,405,245,350
beta_high,0.07,10.0,0.25,11.775228858722038,404,246,350
beta_high,0.07,10.0,0.25,11.778059030960737,403,247,350
